IMDB Data Dump ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Current IMDB data is available at https://www.imdb.com/interfaces/,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
DATA BEGINS BELOW:,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
director name,num_critic_for_reviews,duration,director_facebook likes,actor_3 facebook_likes,actor_2_name,actor_1 facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie facebook_likes
Don Mancini,148.0,88.0,64,363,Billy Boyd,1000,17016190,Comedy,Jason Flemyng,Seed of Chucky,28632,2567,Hannah Spearritt,0,214,English,Romania,R,12000000,2004,857,4.9,1.85,0
John Maybury,161.0,94.0,11,566,Jason Lewis,1000,6301131,Drama,Jennifer Jason Leigh,The Jacket,92850,5085,Angel Coulby,0,263,English,USA,R,29000000,2005,948,7.1,2.35,0
Ron Clements,124.0,90.0,63,631,Frank Welker,49000,217350219,Adventure,Robin Williams,Aladdin,260939,52970,Scott Weinger,0,244,English,USA,G,28000000,1992,2000,8.0,1.33,0
F. Gary Gray,349.0,167.0,473,303,Neil Brown Jr.,559,161029270,Biography,Aldis Hodge,Straight Outta Compton,119928,2702,R. Marcos Taylor,0,331,English,USA,R,28000000,2015,427,7.9,2.35,76000
Steven Spielberg,148.0,118.0,14000,237,Amrish Puri,11000,179870271,Action,Harrison Ford,Indiana Jones and the Temple of Doom,329969,11898,Kate Capshaw,2,524,English,USA,PG,28000000,1984,429,7.6,2.35,0
Igor Kovalyov,45.0,83.0,5,368,Cree Summer,971,100491683,Adventure,Elizabeth Daily,The Rugrats Movie,14005,3438,Christine Cavanaugh,0,67,English,USA,G,24000000,1998,503,5.9,1.85,418
Lee Tamahori,133.0,104.0,93,878,Billy Burke,11000,74058698,Crime,Morgan Freeman,Along Came a Spider,59232,17109,Monica Potter,0,317,English,USA,R,60000000,2001,2000,6.3,2.35,0
John McTiernan,233.0,131.0,323,541,Bruce Willis,25000,81350242,Action,Alan Rickman,Die Hard,592582,40585,Reginald VelJohnson,0,722,English,USA,R,28000000,1988,13000,8.2,2.35,25000
David Wain,173.0,101.0,136,526,Ken Marino,833,67266300,Comedy,Joe Lo Truglio,Role Models,195255,3400,Bobb'e J. Thompson,1,170,English,Germany,R,28000000,2008,543,6.9,1.85,0
Adam McKay,426.0,130.0,285,767,Christian Bale,33000,70235322,Biography,Ryan Gosling,The Big Short,182983,57308,Charlie Talbert,4,374,English,USA,R,28000000,2015,23000,7.8,2.35,99000
Gavin O'Connor,129.0,135.0,149,250,Noah Emmerich,639,64371181,Biography,Eddie Cahill,Miracle,36636,1845,Kenneth Mitchell,0,289,English,USA,PG,28000000,2004,617,7.5,2.4,0
Adam Shankman,108.0,103.0,163,968,Judy Greer,11000,60400856,Comedy,Matthew McConaughey,The Wedding Planner,61317,17533,Alex Rocco,2,229,English,Germany,PG-13,35000000,2001,2000,5.2,2.35,0
James Mangold,136.0,91.0,446,660,Rebecca De Mornay,1000,51475962,Mystery,Clea DuVall,Identity,177828,3969,Jake Busey,0,714,English,USA,R,30000000,2003,872,7.3,2.35,11000
Jon Turteltaub,222.0,105.0,226,966,Morgan Freeman,22000,63910583,Comedy,Robert De Niro,Last Vegas,106755,35694,Romany Malco,2,173,English,USA,PG-13,28000000,2013,11000,6.6,2.35,27000
John Glen,112.0,127.0,46,244,Topol,844,62300000,Action,Julian Glover,For Your Eyes Only,72085,2118,Desmond Llewelyn,1,263,English,UK,PG,28000000,1981,402,6.8,2.35,2000
Peter Chelsom,122.0,82.0,23,6,David Sparrow,11,49968653,Comedy,Lilli Lavine,Serendipity,85423,37,Ann Talman,0,374,English,USA,PG-13,28000000,2001,9,6.9,1.85,12000
Lasse Hallstr�m,184.0,115.0,529,325,Noah Lomax,576,71346930,Drama,David Lyons,Safe Haven,78008,1554,Mimi Kirkland,0,160,English,USA,PG-13,28000000,2013,447,6.7,2.35,23000
Kenny Ortega,36.0,96.0,197,115,Omri Katz,580,39514713,Comedy,Vinessa Shaw,Hocus Pocus,60494,1275,Larry Bagby,0,132,English,USA,PG,28000000,1993,336,6.7,1.85,16000
Scott Hicks,171.0,104.0,96,559,Lily Rabe,943,43097652,Comedy,Zo� Kravitz,No Reservations,59068,3497,Bob Balaban,2,128,English,USA,PG,28000000,2007,763,6.3,2.35,0
Matthew Vaughn,447.0,117.0,905,385,Deborah Twiss,553,48043505,Action,Elizabeth McGovern,Kick-Ass,435864,2357,Michael Rispoli,1,801,English,UK,R,30000000,2010,488,7.7,2.35,36000
Ruben Fleischer,220.0,83.0,181,459,Dilshad Vadsaria,731,37053924,Action,Bianca Kajlich,30 Minutes or Less,77935,1987,Fred Ward,3,122,English,Germany,R,28000000,2011,579,6.1,2.35,0
Patrick Lussier,122.0,99.0,71,1000,Danny Masterson,18000,33000377,Action,Gerard Butler,Dracula 2000,27378,23344,Jeri Ryan,0,365,English,USA,R,28000000,2000,1000,4.9,2.35,0
Miguel Arteta,119.0,81.0,44,3000,Steve Carell,35000,66950483,Comedy,Bella Thorne,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",29738,47677,Jennifer Garner,6,85,English,USA,PG,28000000,2014,7000,6.2,2.39,12000
Joe Wright,177.0,135.0,456,241,Brenda Blethyn,422,38372662,Drama,Talulah Riley,Pride & Prejudice,193455,1083,Simon Woods,2,1058,English,France,PG,28000000,2005,286,7.8,2.35,17000
Michael Caton-Jones,44.0,139.0,105,902,Jason Flemyng,14000,31600000,Adventure,Liam Neeson,Rob Roy,34427,16125,Eric Stoltz,1,126,English,USA,R,28000000,1995,1000,6.9,2.35,0
McG,211.0,123.0,368,114,Richard Sammel,933,30688364,Action,Connie Nielsen,3 Days to Kill,69355,1286,T�mas Lemarquis,0,211,English,USA,PG-13,28000000,2014,194,6.2,2.35,10000
James Gray,222.0,117.0,115,97,Oleg Taktarov,3000,28563179,Crime,Robert Duvall,We Own the Night,72693,3681,Antoni Corone,4,199,English,USA,R,21000000,2007,327,6.9,1.85,0
Janusz Kaminski,100.0,97.0,710,258,Bob Clendenin,497,16779636,Drama,Philip Baker Hall,Lost Souls,9338,1805,Ben Chaplin,2,167,English,USA,R,28000000,2000,347,4.8,2.35,209
Donald Petrie,98.0,103.0,80,585,Carlos Ponce,806,17324744,Comedy,Samaire Armstrong,Just My Luck,44103,3211,Faizon Love,3,149,English,USA,PG-13,28000000,2006,591,5.3,1.85,0
Jay Roach,74.0,119.0,116,385,Mary McCormack,738,8888143,Comedy,Scott Grimes,"Mystery, Alaska",22250,2171,Ron Eldard,0,123,English,Canada,R,28000000,1999,428,6.7,2.35,913
Brian Levant,97.0,94.0,32,453,Amber Valletta,1000,24268828,Action,Madeline Carroll,The Spy Next Door,29971,3436,George Lopez,4,71,English,USA,PG,28000000,2010,627,5.4,1.85,0
Michael Ritchie,21.0,89.0,23,899,Francis Capra,1000,8119205,Comedy,Mara Wilson,A Simple Wish,4288,5535,Kathleen Turner,3,21,English,USA,PG,28000000,1997,937,5.4,1.85,517
David Gordon Green,125.0,107.0,234,660,Zoe Kazan,1000,6998324,Comedy,Dominic Flores,Our Brand Is Crisis,11476,3944,Scoot McNairy,2,50,English,USA,R,28000000,2015,963,6.1,1.85,0
Burr Steers,225.0,108.0,23,846,Bella Heathcote,2000,10907291,Action,Matt Smith,Pride and Prejudice and Zombies,23775,4710,Sam Riley,0,134,English,USA,PG-13,28000000,2016,860,5.8,2.35,73000
Robert B. Weide,135.0,110.0,53,87,Katherine Parkinson,480,2775593,Comedy,James Corden,How to Lose Friends & Alienate People,61269,858,Fenella Woolgar,4,98,English,UK,R,27000000,2008,261,6.5,1.85,0
Jeff Wadlow,350.0,103.0,65,405,Donald Faison,17000,28751715,Action,Chlo� Grace Moretz,Kick-Ass 2,202967,19168,Augustus Prew,0,378,English,USA,R,28000000,2013,927,6.6,2.35,36000
Camille Delamarre,177.0,100.0,11,561,Robert Maillet,23000,20285518,Action,Paul Walker,Brick Mansions,32103,25387,RZA,2,112,English,France,PG-13,28000000,2014,727,5.7,2.35,0
John Glen,106.0,131.0,46,293,Kabir Bedi,594,67900000,Action,Louis Jourdan,Octopussy,74374,1898,Steven Berkoff,0,225,English,UK,PG,27500000,1983,303,6.6,2.35,0
Nick Cassavetes,148.0,109.0,415,228,Sofia Vassilieva,673,49185998,Drama,Jason Patric,My Sister's Keeper,74476,1775,Jeffrey Markle,2,184,English,USA,PG-13,30000000,2009,489,7.4,2.35,15000
Malcolm D. Lee,76.0,114.0,92,436,Mike Epps,940,42168445,Comedy,Mo'Nique,"Welcome Home, Roscoe Jenkins",10791,3565,Cedric the Entertainer,3,39,English,USA,PG-13,35000000,2008,706,5.3,1.85,464
David Lean,52.0,164.0,767,162,Judy Davis,358,26400000,Adventure,Richard Wilson,A Passage to India,12980,1334,Art Malik,0,89,English,UK,PG,16000000,1984,223,7.4,1.85,845
Richard Eyre,220.0,92.0,14,78,Andrew Simpson,386,17508670,Crime,Phil Davis,Notes on a Scandal,64625,646,Shaun Parkes,0,281,English,UK,R,15000000,2006,99,7.4,1.85,0
Gavin Hood,131.0,122.0,151,11000,Jake Gyllenhaal,24000,9664316,Drama,J.K. Simmons,Rendition,47203,50950,Meryl Streep,2,197,English,USA,R,27500000,2007,15000,6.8,2.35,0
Nicholas Meyer,112.0,110.0,120,664,Kurtwood Smith,12000,74888996,Action,Leonard Nimoy,Star Trek VI: The Undiscovered Country,55513,16230,Nichelle Nichols,0,188,English,USA,PG,30000000,1991,1000,7.2,2.35,0
Callie Khouri,93.0,116.0,144,477,Fionnula Flanagan,1000,69586544,Drama,Ellen Burstyn,Divine Secrets of the Ya-Ya Sisterhood,15352,3845,Matthew Settle,4,199,English,USA,PG-13,27000000,2002,482,6.0,2.35,0
Gary Fleder,83.0,115.0,39,685,Tony Goldwyn,11000,60491560,Crime,Morgan Freeman,Kiss the Girls,50653,14322,Tatyana Ali,1,143,English,USA,R,27000000,1997,956,6.6,2.35,0
John Landis,125.0,148.0,644,326,Aretha Franklin,1000,54200000,Action,John Belushi,The Blues Brothers,142448,2566,Ray Charles,1,319,English,USA,R,27000000,1980,809,7.9,1.85,14000
Todd Graff,98.0,118.0,650,715,Jeremy Jordan,1000,30920167,Comedy,Dolly Parton,Joyful Noise,6476,3389,Jesse L. Martin,4,71,English,USA,PG-13,25000000,2012,773,5.7,2.35,0
Chris Weitz,158.0,101.0,129,3,Christopher Webster,66,40566655,Comedy,Sharon Small,About a Boy,144021,74,Peter McNicholl,0,391,English,UK,PG-13,30000000,2002,5,7.1,2.35,0
Steve Miner,152.0,82.0,49,429,Bridget Fonda,1000,31768374,Action,Oliver Platt,Lake Placid,42761,3313,Ty Olsson,0,366,English,USA,R,27000000,1999,889,5.6,2.35,2000
Paul McGuigan,202.0,110.0,118,1000,Morgan Freeman,13000,22494487,Crime,Bruce Willis,Lucky Number Slevin,262153,26451,Dorian Missick,3,507,English,Germany,R,27000000,2006,11000,7.8,2.35,10000
Philip Kaufman,80.0,193.0,133,820,Scott Glenn,2000,21500000,Adventure,Dennis Quaid,The Right Stuff,45271,6341,Sam Shepard,0,170,English,USA,PG,27000000,1983,826,7.9,1.85,0
Roland Emmerich,288.0,130.0,776,358,Joely Richardson,898,4463292,Drama,Vanessa Redgrave,Anonymous,34488,2452,Rafe Spall,3,136,English,UK,PG-13,30000000,2011,585,6.9,2.35,15000
Alex Proyas,222.0,111.0,295,531,William Hurt,3000,14337579,Action,Rufus Sewell,Dark City,156929,4696,Bruce Spence,1,624,English,Australia,R,27000000,1998,882,7.7,2.35,14000
Saul Dibb,194.0,110.0,10,844,Hayley Atwell,3000,13823741,Biography,Dominic Cooper,The Duchess,61777,6420,Charlotte Rampling,3,140,English,UK,PG-13,13500000,2008,2000,6.9,2.35,0
Christian Alvart,167.0,109.0,22,355,Callum Rennie,14000,13248477,Horror,Bradley Cooper,Case 39,60555,15790,Vanesa Tomasino,1,174,English,USA,R,27000000,2009,716,6.2,2.35,0
E. Elias Merhige,101.0,99.0,54,398,Kevin Chamberlin,748,8712564,Crime,Harry Lennix,Suspect Zero,16555,1721,William Mapother,0,139,English,USA,R,27000000,2004,489,5.9,1.33,817
Menno Meyjes,118.0,106.0,43,460,Richard Schiff,1000,7486906,Comedy,Oliver Platt,Martian Child,17436,2495,Sophie Okonedo,0,71,English,USA,PG,27000000,2007,506,6.8,1.85,0
Ronny Yu,95.0,93.0,31,57,Junix Inocian,783,5204007,Action,Meat Loaf,Formula 51,42876,1044,Paul Barber,2,167,English,UK,R,28000000,2001,132,6.3,2.35,0
Joel Schumacher,78.0,112.0,541,638,Philip Seymour Hoffman,22000,4485485,Comedy,Robert De Niro,Flawless,14612,46022,Chris Bauer,1,105,English,USA,R,15000000,1999,22000,6.4,1.85,0
Renny Harlin,127.0,101.0,212,749,Clifton Collins Jr.,1000,4476235,Crime,LL Cool J,Mindhunters,49405,4186,Eion Bailey,0,226,English,USA,R,27000000,2004,968,6.4,2.35,2000
Barry Levinson,137.0,104.0,272,17000,Robin Wright,22000,1089365,Comedy,Robert De Niro,What Just Happened,23767,71973,Kristen Stewart,1,111,English,USA,R,25000000,2008,18000,5.7,2.35,845
Norman Jewison,54.0,120.0,278,387,Colin Salmon,844,763044,Drama,Charlotte Rampling,The Statement,4257,3286,John Neville,4,52,English,Canada,R,23000000,2003,766,6.2,1.85,188
Steve Carr,167.0,91.0,41,328,Adhir Kalyan,567,20819129,Action,Erick Avari,Paul Blart: Mall Cop,84209,2954,Allen Covert,1,201,English,USA,PG,26000000,2009,402,5.2,1.85,0
Mark Waters,129.0,97.0,70,512,Julie Gonzalo,2000,110222438,Comedy,Jamie Lee Curtis,Freaky Friday,96693,3984,Willie Garson,2,271,English,USA,PG,26000000,2003,528,6.1,1.85,0
John Madden,134.0,123.0,108,239,Martin Clunes,1000,100241322,Comedy,Tom Wilkinson,Shakespeare in Love,175524,1690,Simon Callow,0,752,English,USA,R,25000000,1998,264,7.2,2.35,0
Scott Frank,253.0,114.0,71,313,Boyd Holbrook,14000,25977365,Crime,Liam Neeson,A Walk Among the Tombstones,87950,15428,David Harbour,0,207,English,USA,R,28000000,2014,439,6.5,2.35,15000
Ivan Reitman,46.0,111.0,425,344,Cathy Moriarty,743,91457688,Action,Richard Tyson,Kindergarten Cop,107801,2403,Penelope Ann Miller,4,109,English,USA,PG-13,26000000,1990,394,6.0,1.85,0
David Gordon Green,232.0,117.0,234,919,Gary Cole,11000,87341380,Action,James Franco,Pineapple Express,255257,15590,Rosie Perez,3,374,English,USA,R,27000000,2008,989,7.0,2.35,0
Andy Tennant,92.0,121.0,72,343,Dougray Scott,1000,65703412,Comedy,Anjelica Huston,Ever After: A Cinderella Story,57958,2747,Jeanne Moreau,1,345,English,USA,PG-13,26000000,1998,794,7.0,2.35,0
Joel Schumacher,49.0,115.0,541,442,Oliver Platt,8000,61490000,Drama,Julia Roberts,Flatliners,62037,10493,Hope Davis,5,148,English,USA,R,26000000,1990,1000,6.6,2.35,0
David R. Ellis,175.0,90.0,160,392,Michael Landes,748,46455802,Horror,Sarah Carter,Final Destination 2,120786,3172,Keegan Connor Tracy,0,472,English,USA,R,26000000,2003,439,6.2,1.85,0
Scott Stewart,226.0,100.0,124,534,Kate Walsh,2000,40168080,Action,Dennis Quaid,Legion,80870,3889,Charles S. Dutton,0,315,English,USA,R,26000000,2010,850,5.2,2.35,0
Paul Weitz,157.0,109.0,80,2000,Ty Burrell,19000,45489752,Comedy,Scarlett Johansson,In Good Company,48973,28493,Dennis Quaid,2,214,English,USA,PG-13,26000000,2004,3000,6.5,1.85,736
Jonathan Frakes,69.0,94.0,906,528,Paula Garc�s,2000,36985501,Action,Michael Biehn,Clockstoppers,11212,3917,Jason George,0,94,English,USA,PG,26000000,2002,587,5.2,1.85,874
Lawrence Kasdan,46.0,133.0,759,67,Todd Allen,826,33200000,Action,Scott Glenn,Silverado,28247,1154,Brad Leland,4,149,English,USA,PG-13,26000000,1985,130,7.2,2.35,0
Jim Sheridan,217.0,105.0,260,3000,Jake Gyllenhaal,20000,28501651,Drama,Natalie Portman,Brothers,88035,42473,Bailee Madison,0,201,English,USA,R,26000000,2009,15000,7.1,2.35,10000
Kevin Allen,55.0,100.0,8,588,Frankie Muniz,1000,23222861,Action,Daniel Roebuck,Agent Cody Banks 2: Destination London,11092,3742,David Kelly,4,44,English,USA,PG,26000000,2004,934,4.5,2.35,167
Michael Cristofer,93.0,118.0,49,155,Gregory Itzin,11000,16252765,Drama,Angelina Jolie Pitt,Original Sin,44913,11662,Jack Thompson,1,181,English,France,R,42000000,2001,216,6.0,2.35,3000
James McTeigue,265.0,110.0,160,427,Dave Legeno,771,16005978,Crime,Pam Ferris,The Raven,72886,2356,Kevin McNally,1,190,English,USA,R,26000000,2012,570,6.4,2.35,35000
Donald Petrie,82.0,110.0,80,509,Ray Romano,826,14469428,Comedy,Rip Torn,Welcome to Mooseport,10667,2466,Maura Tierney,2,95,English,USA,PG-13,26000000,2004,590,5.2,1.85,260
Andrew Morahan,32.0,99.0,5,535,Mako,1000,13829734,Action,Christopher Lambert,Highlander: The Final Dimension,16194,2960,Mario Van Peebles,0,79,English,Canada,PG-13,26000000,1994,691,4.3,2.35,319
Bob Rafelson,42.0,101.0,30,223,Mike Starr,1000,1075288,Crime,Harold Perrineau,Blood and Wine,7772,2228,Judy Davis,3,55,English,USA,R,22000000,1996,854,6.1,1.85,145
Woody Allen,116.0,103.0,11000,277,Elizabeth Berkley,11000,7496522,Comedy,Woody Allen,The Curse of the Jade Scorpion,31798,12534,Peter Gerety,0,178,English,USA,PG-13,26000000,2001,893,6.8,1.37,826
Tarsem Singh,178.0,117.0,763,523,Derek Luke,16000,12276810,Action,Ryan Reynolds,Self/less,57674,17847,Sandra Ellis Lafferty,0,126,English,USA,PG-13,26000000,2015,543,6.5,2.35,11000
Fernando Meirelles,226.0,129.0,353,151,Danny Huston,884,33565375,Drama,Archie Panjabi,The Constant Gardener,111351,1565,Donald Sumpter,0,568,English,UK,R,15000000,2005,430,7.5,1.85,0
Barry Levinson,100.0,133.0,272,628,Valeria Golino,10000,172825435,Drama,Tom Cruise,Rain Man,383784,12285,Beth Grant,3,331,English,USA,R,25000000,1988,898,8.0,1.85,12000
Clint Eastwood,366.0,116.0,16000,198,Dreama Walker,16000,148085755,Drama,Clint Eastwood,Gran Torino,561773,17347,Ahney Her,0,871,English,USA,R,33000000,2008,601,8.2,2.35,28000
Pierre Morel,309.0,93.0,180,485,Holly Valance,14000,145000989,Action,Liam Neeson,Taken,483756,16461,Xander Berkeley,0,974,English,France,PG-13,25000000,2008,816,7.9,2.35,29000
Michael Hoffman,85.0,118.0,97,437,Gerald McRaney,775,26761283,Drama,Luke Bracey,The Best of Me,43084,3197,Clarke Peters,0,99,English,USA,PG-13,26000000,2014,523,6.7,2.35,19000
Mick Jackson,48.0,129.0,81,164,Mike Starr,970,121945720,Action,Bill Cobbs,The Bodyguard,89972,2551,DeVaughn Nixon,0,126,English,USA,R,25000000,1992,854,6.1,1.85,0
Steven Spielberg,174.0,185.0,14000,212,Embeth Davidtz,14000,96067179,Biography,Liam Neeson,Schindler's List,865020,15233,Caroline Goodall,0,1273,English,USA,R,22000000,1993,795,8.9,1.85,41000
Tate Taylor,373.0,146.0,150,2000,Bryce Dallas Howard,15000,169705587,Drama,Emma Stone,The Help,318955,23227,Mike Vogel,2,460,English,USA,PG-13,25000000,2011,3000,8.1,1.85,75000
Bill Condon,224.0,128.0,386,203,Peter Capaldi,19000,3254172,Biography,Benedict Cumberbatch,The Fifth Estate,29282,36337,Jamie Blackley,1,105,English,USA,R,28000000,2013,17000,6.2,2.35,11000
Raja Gosnell,94.0,93.0,67,596,Linda Cardellini,4000,84185387,Adventure,Sarah Michelle Gellar,Scooby-Doo 2: Monsters Unleashed,33180,7800,Tim Blake Nelson,0,149,English,USA,PG,80000000,2004,2000,4.9,1.85,567
Ronny Yu,273.0,97.0,31,662,Jason Ritter,918,82163317,Action,Katharine Isabelle,Freddy vs. Jason,89101,4692,Zack Ward,0,885,English,USA,R,30000000,2003,782,5.8,2.35,3000
John A. Davis,66.0,82.0,8,179,Rob Paulsen,770,80920948,Action,Martin Short,Jimmy Neutron: Boy Genius,23943,2251,Andrea Martin,0,118,English,USA,G,30000000,2001,677,6.0,1.85,425
Matt Reeves,459.0,85.0,198,387,Ben Feldman,2000,80034302,Action,Mike Vogel,Cloverfield,296787,3958,Liza Lapira,0,2192,English,USA,PG-13,25000000,2008,1000,7.0,1.85,0
Michael Pressman,68.0,88.0,34,445,Paige Turco,642,78656813,Action,Kevin Nash,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,42765,2501,Ernie Reyes Jr.,0,93,English,USA,PG,25000000,1991,533,6.0,1.85,0
Ethan Coen,488.0,122.0,1000,883,Stephen Root,2000,74273505,Crime,Kelly Macdonald,No Country for Old Men,612060,4738,Barry Corbin,0,1518,English,USA,R,25000000,2007,939,8.1,2.35,21000
Tim Story,146.0,99.0,167,460,Tika Sumpter,655,134141530,Action,Bruce McGill,Ride Along,75903,2394,Bryan Callen,1,109,English,USA,PG-13,25000000,2014,521,6.2,2.35,0
Sharon Maguire,168.0,97.0,11,887,Jim Broadbent,14000,71500556,Comedy,Colin Firth,Bridget Jones's Diary,171568,16999,Shirley Henderson,3,571,English,UK,R,26000000,2001,1000,6.7,2.35,0
Lasse Hallstr�m,152.0,121.0,529,163,Leslie Caron,541,71309760,Drama,Lena Olin,Chocolat,150308,1323,Hugh O'Conor,1,498,English,UK,PG-13,25000000,2000,399,7.3,1.85,18000
Andy Fickman,139.0,105.0,99,433,Gedde Watanabe,3000,77264926,Comedy,Bailee Madison,Parental Guidance,21176,5740,Tom Everett Scott,5,107,English,USA,PG,25000000,2012,448,6.1,1.85,0
Ivan Reitman,245.0,108.0,425,766,Greta Gerwig,20000,70625986,Comedy,Natalie Portman,No Strings Attached,168717,22739,Mindy Kaling,1,178,English,USA,R,25000000,2011,962,6.2,2.35,24000
George P. Cosmatos,84.0,134.0,170,472,Dana Delany,2000,56505065,Action,Michael Biehn,Tombstone,95241,4453,Powers Boothe,0,439,English,USA,R,25000000,1993,722,7.8,2.35,11000
Andrzej Bartkowiak,70.0,115.0,43,775,Delroy Lindo,5000,55973336,Action,Jet Li,Romeo Must Die,57040,9082,Aaliyah,1,365,English,USA,R,25000000,2000,848,6.1,2.35,0
James Wong,216.0,86.0,70,319,Gina Holden,440,54098051,Horror,Chelan Simmons,Final Destination 3,102861,2420,Crystal Lowe,0,571,English,Germany,R,25000000,2006,346,5.8,2.35,0
Scott Hicks,170.0,101.0,96,204,Riley Thomas Stewart,713,60443237,Drama,Blythe Danner,The Lucky One,76882,1852,Jay R. Ferguson,0,106,English,USA,PG-13,25000000,2012,220,6.5,2.35,29000
Gabor Csupo,181.0,96.0,47,3000,Zooey Deschanel,14000,82234139,Adventure,Josh Hutcherson,Bridge to Terabithia,110390,28071,Bailee Madison,3,522,English,USA,PG,17000000,2007,11000,7.2,1.85,6000
Marc Forster,226.0,101.0,395,2000,Kate Winslet,40000,51676606,Biography,Johnny Depp,Finding Neverland,174591,58823,Kelly Macdonald,1,632,English,USA,PG,25000000,2004,14000,7.8,2.35,0
Joe Carnahan,408.0,117.0,248,726,Frank Grillo,14000,51533608,Action,Liam Neeson,The Grey,203111,16606,James Badge Dale,1,755,English,USA,R,25000000,2011,798,6.8,2.35,32000
John Polson,180.0,101.0,21,317,Dylan Baker,22000,51097664,Drama,Robert De Niro,Hide and Seek,70205,23328,Robert John Burke,0,450,English,USA,R,30000000,2005,812,5.9,2.35,0
Adam McKay,181.0,98.0,285,7000,Will Ferrell,640000,84136909,Comedy,Darcy Donavan,Anchorman: The Legend of Ron Burgundy,267921,656730,Steve Carell,5,577,English,USA,PG-13,26000000,2004,8000,7.2,1.85,0
Martin Scorsese,192.0,146.0,17000,635,Mike Starr,22000,46836394,Biography,Robert De Niro,Goodfellas,728685,24783,Paul Sorvino,3,989,English,USA,R,25000000,1990,854,8.7,1.85,25000
Harald Zwart,79.0,102.0,91,434,Frankie Muniz,1000,47285499,Action,Daniel Roebuck,Agent Cody Banks,26755,3037,Chris Gauthier,3,104,English,USA,PG,26000000,2003,934,5.0,2.35,542
Kirk Jones,128.0,97.0,52,579,Kelly Macdonald,14000,47124400,Comedy,Colin Firth,Nanny McPhee,49676,17278,Imelda Staunton,0,181,English,USA,PG,25000000,2005,2000,6.6,2.35,0
Steve Oedekerk,49.0,98.0,176,468,Michael McKean,743,44455658,Action,Kelly Preston,Nothing to Lose,36253,2457,Rebecca Gayheart,2,92,English,USA,R,25000000,1997,658,6.7,1.85,0
Bernardo Bertolucci,75.0,219.0,973,400,Joan Chen,1000,43984230,Biography,Cary-Hiroyuki Tagawa,The Last Emperor,70274,2451,Victor Wong,0,133,English,China,PG-13,23000000,1987,643,7.8,2.35,0
Baltasar Korm�kur,270.0,109.0,175,733,David O'Hara,24000,66489425,Action,J.K. Simmons,Contraband,101977,26625,Lukas Haas,3,161,English,USA,R,25000000,2012,736,6.5,2.35,0
Brett Ratner,29.0,97.0,420,585,Paul Sorvino,695,41067398,Action,Heather Locklear,Money Talks,22748,2530,Faizon Love,2,41,English,USA,R,25000000,1997,635,6.1,2.35,666
Malcolm D. Lee,81.0,86.0,92,466,Eddie Griffin,744,38230435,Action,Dave Chappelle,Undercover Brother,29661,3001,Chi McBride,3,179,English,USA,PG-13,25000000,2002,489,5.8,1.85,0
Ken Kwapis,88.0,119.0,42,917,America Ferrera,2000,39008741,Comedy,Mike Vogel,The Sisterhood of the Traveling Pants,44838,6862,Kyle Schmid,0,223,English,USA,PG,25000000,2005,953,6.6,2.35,0
Chris Nahon,116.0,98.0,20,872,Bridget Fonda,5000,36833473,Action,Jet Li,Kiss of the Dragon,53126,7945,Max Ryan,1,254,English,France,R,25000000,2001,889,6.6,2.35,0
Fred Wolf,129.0,97.0,29,816,Katharine McPhee,15000,48237389,Comedy,Emma Stone,The House Bunny,63969,18789,Beverly D'Angelo,1,126,English,USA,PG-13,25000000,2008,852,5.5,2.35,0
Craig Gillespie,151.0,124.0,44,367,Suraj Sharma,4000,36447959,Biography,Jon Hamm,Million Dollar Arm,35833,6393,Gregory Alan Williams,0,96,English,USA,PG,25000000,2014,774,7.0,2.39,10000
Phillip Noyce,198.0,97.0,176,10000,Meryl Streep,12000,45089048,Drama,Jeff Bridges,The Giver,86251,36064,Alexander Skarsg�rd,3,260,English,South Africa,PG-13,25000000,2014,11000,6.5,2.35,58000
Dennie Gordon,66.0,105.0,29,743,Oliver James,14000,35990505,Comedy,Colin Firth,What a Girl Wants,48095,16400,Kelly Preston,1,194,English,USA,PG,20000000,2003,1000,5.8,2.35,0
Victor Salva,167.0,104.0,108,177,Jonathan Breck,296,35143332,Horror,Nicki Aycox,Jeepers Creepers II,45102,1340,Billy Aaron Brown,0,316,English,USA,R,17000000,2003,270,5.6,2.35,0
Mark Helfrich,127.0,101.0,7,440,Dan Fogler,1000,35000629,Comedy,Dane Cook,Good Luck Chuck,74622,2822,Chelan Simmons,1,150,English,USA,R,25000000,2007,562,5.6,1.85,0
Andrzej Bartkowiak,109.0,101.0,43,432,Tom Arnold,5000,34604054,Action,Jet Li,Cradle 2 the Grave,34942,6867,DMX,2,185,English,USA,R,30000000,2003,618,5.8,2.35,1000
